id,l_pa,m_pa,v_pa,total_pa,sum_pa
2500110201,21,4.333333333333333,10.166666666666666,132.33333333333331,35.5
2500110501,24.25,11.5,0,88.125,35.75
2500110601,5.75,10,1,61.625,16.75
2500110701,8.333333333333332,20,0,102.5,28.333333333333332
2500110801,12,2,0,27,14
2500110901,5.833333333333333,1.6666666666666665,0,16.25,7.5
2500110902,23.25,25,0,147.375,48.25
2500111001,6.5,28,0,135.75,34.5
2500111101,1.5,56,0,254.25,57.5
2500111201,16.25,17,7,156.875,40.25
2500111301,1.25,14,10,144.875,25.25
2500111401,1.1666666666666665,7,8,97.25,16.166666666666664
2500111501,35.5,22,48,536.25,105.5
2500111601,7,7,0,42,14
2500111701,42,9,0,103.5,51
2500111801,11.666666666666666,28,0,143.5,39.666666666666664
2500111901,9.25,7,4,77.375,20.25
2500112001,20,8,2,82,30
2500112201,3,14,0.25,69.5,17.25
2500112301,9.666666666666666,14,2,93.5,25.666666666666664
2500112401,26,28,2,181,56
2500112501,0.3333333333333333,4.666666666666666,0,21.499999999999996,4.999999999999999
2500112601,21.666666666666668,5,0,55,26.666666666666668
2500112602,9.833333333333332,2.333333333333333,0,25.249999999999996,12.166666666666664
2500112701,19.833333333333332,0.6666666666666666,14,144.75,34.5
2500112801,35,34,20,365.5,89
2500112802,14,6,0,48,20
2500112901,36,27.333333333333332,0.8333333333333333,183.66666666666666,64.16666666666666
2500113001,2.75,4,3.5,50.125,10.25
2500113101,6.5,3,3,47.25,12.5
2500113102,8.75,3.5,0,28.875,12.25
2500113201,3,4.666666666666666,0,25.499999999999996,7.666666666666666
2500113301,2.6666666666666665,28,0,130,30.666666666666668
2500113401,44,4,0,84,48
2500113402,11,14,0,79.5,25
2500113501,10,4.666666666666666,1,44,15.666666666666666
2500113502,31.5,7,0.5,82.75,39
2500113602,22,16.333333333333332,0,106.5,38.33333333333333
2500113701,2.0833333333333335,0,0,3.125,2.0833333333333335
2500113801,43.75,4,3,107.625,50.75
